timestamp,plant_id,plant_name,process,load_kw,flexible_share,price_eur_mwh,carbon_g_kwh,temperature_c,production_index
2026-01-22 11:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,6077.46,0.22,38.052,170.847,0.145,0.98
2026-01-22 11:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5728.366,0.22,32.777,200.142,1.563,0.98
2026-01-22 11:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5945.506,0.22,33.827,174.1,-0.97,0.98
2026-01-22 12:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5583.256,0.22,28.407,174.826,1.768,0.98
2026-01-22 12:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5860.338,0.22,29.965,181.7,3.588,0.98
2026-01-22 12:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5560.162,0.22,31.778,172.266,1.031,0.98
2026-01-22 12:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5596.284,0.22,38.917,172.488,2.224,0.98
2026-01-22 13:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5643.137,0.22,31.736,189.703,2.7,0.98
2026-01-22 13:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5655.067,0.22,37.371,183.643,2.701,0.98
2026-01-22 13:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5486.345,0.22,33.405,190.447,4.073,0.98
2026-01-22 13:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5669.528,0.22,37.54,195.964,4.004,0.98
2026-01-22 14:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5231.563,0.22,37.222,218.645,4.107,0.88
2026-01-22 14:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5163.225,0.22,42.779,217.704,4.885,0.88
2026-01-22 14:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4892.796,0.22,38.913,227.561,4.664,0.88
2026-01-22 14:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5172.167,0.22,36.801,247.203,7.201,0.88
2026-01-22 15:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4867.473,0.22,39.876,249.796,5.4,0.88
2026-01-22 15:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5159.163,0.22,45.859,260.727,5.744,0.88
2026-01-22 15:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5201.508,0.22,45.832,283.337,4.716,0.88
2026-01-22 15:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4969.417,0.22,55.548,300.316,5.831,0.88
2026-01-22 16:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4993.448,0.22,55.331,306.004,7.303,0.88
2026-01-22 16:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4503.133,0.22,70.143,324.921,5.843,0.88
2026-01-22 16:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4884.232,0.22,57.259,331.281,5.534,0.88
2026-01-22 16:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5018.275,0.22,68.641,347.347,7.319,0.88
2026-01-22 17:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4984.74,0.22,66.916,383.976,8.495,0.88
2026-01-22 17:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4751.099,0.22,72.967,396.956,7.789,0.88
2026-01-22 17:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4898.342,0.22,78.86,413.49,7.731,0.88
2026-01-22 17:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4665.643,0.22,72.118,427.096,6.856,0.88
2026-01-22 18:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5034.734,0.22,85.204,439.048,8.647,0.88
2026-01-22 18:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4773.799,0.22,92.472,449.057,8.947,0.88
2026-01-22 18:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5237.169,0.22,83.288,452.929,7.372,0.88
2026-01-22 18:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5234.787,0.22,86.011,452.42,9.529,0.88
2026-01-22 19:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5070.677,0.22,88.579,438.853,9.366,0.88
2026-01-22 19:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5232.588,0.22,82.994,454.166,9.697,0.88
2026-01-22 19:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5188.076,0.22,80.199,436.74,9.366,0.88
2026-01-22 19:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5284.273,0.22,72.047,437.252,9.447,0.88
2026-01-22 20:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5145.878,0.22,82.156,428.101,9.365,0.88
2026-01-22 20:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5399.06,0.22,77.459,422.333,9.597,0.88
2026-01-22 20:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5185.181,0.22,72.122,405.004,7.684,0.88
2026-01-22 20:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5180.997,0.22,74.941,416.722,7.853,0.88
2026-01-22 21:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5406.263,0.22,70.416,437.108,8.314,0.88
2026-01-22 21:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5399.785,0.22,69.05,393.454,8.644,0.88
2026-01-22 21:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5462.303,0.22,72.132,394.23,8.891,0.88
2026-01-22 21:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5349.729,0.22,63.049,383.963,8.712,0.88
2026-01-22 22:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4091.857,0.22,71.453,379.955,9.112,0.38
2026-01-22 22:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3867.348,0.22,60.701,401.402,8.961,0.38
2026-01-22 22:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3902.794,0.22,62.832,372.397,7.356,0.38
2026-01-22 22:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3868.41,0.22,72.519,372.901,7.926,0.38
2026-01-22 23:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3975.063,0.22,68.82,358.121,6.942,0.38
2026-01-22 23:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3892.462,0.22,64.305,367.07,7.165,0.38
2026-01-22 23:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3847.387,0.22,59.862,355.001,7.269,0.38
2026-01-22 23:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3926.285,0.22,61.303,382.717,4.392,0.38
2026-01-23 00:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3479.477,0.22,63.076,406.779,8.188,0.38
2026-01-23 00:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3491.997,0.22,63.036,369.383,6.608,0.38
2026-01-23 00:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3706.211,0.22,62.632,354.385,5.496,0.38
2026-01-23 00:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3625.327,0.22,62.99,385.789,6.956,0.38
2026-01-23 01:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3740.715,0.22,62.384,366.87,5.051,0.38
2026-01-23 01:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3640.921,0.22,57.614,391.788,5.068,0.38
2026-01-23 01:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3704.747,0.22,61.472,373.412,4.312,0.38
2026-01-23 01:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3420.224,0.22,67.371,369.814,5.483,0.38
2026-01-23 02:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3594.677,0.22,58.437,375.856,3.927,0.38
2026-01-23 02:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3411.738,0.22,63.378,387.678,3.778,0.38
2026-01-23 02:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3609.055,0.22,61.113,376.444,4.19,0.38
2026-01-23 02:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3329.365,0.22,65.13,373.796,3.434,0.38
2026-01-23 03:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3626.876,0.22,63.463,377.948,2.668,0.38
2026-01-23 03:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3382.695,0.22,71.305,365.643,3.17,0.38
2026-01-23 03:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3508.388,0.22,67.847,386.234,3.864,0.38
2026-01-23 03:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3724.075,0.22,61.05,360.586,2.011,0.38
2026-01-23 04:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3661.588,0.22,69.51,377.246,1.582,0.38
2026-01-23 04:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3444.728,0.22,64.306,392.227,1.342,0.38
2026-01-23 04:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3575.774,0.22,65.725,387.281,1.873,0.38
2026-01-23 04:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3531.079,0.22,69.962,391.248,0.284,0.38
2026-01-23 05:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3532.275,0.22,67.451,383.892,0.27,0.38
2026-01-23 05:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3817.536,0.22,73.73,399.206,-0.835,0.38
2026-01-23 05:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3902.249,0.22,67.818,396.751,-0.795,0.38
2026-01-23 05:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3910.592,0.22,69.202,391.48,-0.52,0.38
2026-01-23 06:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5739.231,0.22,69.803,397.716,-0.369,0.98
2026-01-23 06:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5679.325,0.22,68.992,384.59,0.754,0.98
2026-01-23 06:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5714.044,0.22,74.44,359.346,-0.244,0.98
2026-01-23 06:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5681.074,0.22,71.302,337.61,-1.373,0.98
2026-01-23 07:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5799.805,0.22,74.316,348.03,-1.339,0.98
2026-01-23 07:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5688.889,0.22,75.177,338.965,0.058,0.98
2026-01-23 07:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5785.477,0.22,60.548,335.149,-0.169,0.98
2026-01-23 07:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5949.042,0.22,63.451,300.749,-0.97,0.98
2026-01-23 08:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5950.397,0.22,56.898,291.343,-1.31,0.98
2026-01-23 08:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,6343.033,0.22,56.867,298.332,-0.202,0.98
2026-01-23 08:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5822.594,0.22,55.781,282.95,-1.653,0.98
2026-01-23 08:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5954.251,0.22,52.358,252.605,-0.63,0.98
2026-01-23 09:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5749.345,0.22,50.641,271.64,0.761,0.98
2026-01-23 09:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5901.524,0.22,52.528,237.326,-0.591,0.98
2026-01-23 09:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5901.919,0.22,46.511,241.174,-1.162,0.98
2026-01-23 09:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,6006.448,0.22,53.055,262.274,-0.197,0.98
2026-01-23 10:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5822.92,0.22,44.382,262.095,-0.659,0.98
2026-01-23 10:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5832.997,0.22,57.737,220.383,-1.133,0.98
2026-01-23 10:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5724.533,0.22,43.24,226.448,0.524,0.98
2026-01-23 10:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5547.359,0.22,44.0,227.021,1.023,0.98
2026-01-23 11:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5617.707,0.22,37.333,244.692,0.247,0.98
2026-01-23 11:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5602.292,0.22,48.294,214.928,0.439,0.98
2026-01-23 11:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5618.36,0.22,45.067,213.381,0.283,0.98
2026-01-23 11:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5614.796,0.22,41.072,236.703,1.117,0.98
2026-01-23 12:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5469.795,0.22,33.977,213.406,1.106,0.98
2026-01-23 12:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5426.293,0.22,39.88,227.145,1.081,0.98
2026-01-23 12:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5144.308,0.22,34.423,202.139,3.411,0.98
2026-01-23 12:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5414.179,0.22,44.834,220.029,2.719,0.98
2026-01-23 13:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5216.959,0.22,42.51,205.249,3.107,0.98
2026-01-23 13:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5362.875,0.22,40.162,216.47,3.643,0.98
2026-01-23 13:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5410.107,0.22,30.769,244.101,3.887,0.98
2026-01-23 13:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5216.982,0.22,37.55,239.287,3.384,0.98
2026-01-23 14:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4805.961,0.22,45.447,242.91,4.191,0.88
2026-01-23 14:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4935.069,0.22,49.014,245.64,4.139,0.88
2026-01-23 14:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4967.634,0.22,50.327,260.925,4.96,0.88
2026-01-23 14:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4888.549,0.22,41.518,277.216,5.215,0.88
2026-01-23 15:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4878.918,0.22,51.355,296.511,5.026,0.88
2026-01-23 15:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5054.058,0.22,56.739,265.394,4.677,0.88
2026-01-23 15:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5041.479,0.22,48.824,300.115,6.016,0.88
2026-01-23 15:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4965.004,0.22,58.439,326.147,6.068,0.88
2026-01-23 16:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4855.799,0.22,62.78,338.021,5.177,0.88
2026-01-23 16:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5117.078,0.22,63.856,359.694,7.133,0.88
2026-01-23 16:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4988.356,0.22,61.133,374.197,7.72,0.88
2026-01-23 16:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5123.939,0.22,70.768,383.729,9.067,0.88
2026-01-23 17:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5202.456,0.22,74.27,397.489,7.262,0.88
2026-01-23 17:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4982.333,0.22,78.403,417.054,7.382,0.88
2026-01-23 17:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5279.749,0.22,79.993,449.478,7.19,0.88
2026-01-23 17:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5347.831,0.22,83.493,441.86,8.303,0.88
2026-01-23 18:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5396.055,0.22,87.832,463.878,8.472,0.88
2026-01-23 18:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5376.092,0.22,90.248,468.227,7.916,0.88
2026-01-23 18:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5123.766,0.22,87.382,484.916,8.497,0.88
2026-01-23 18:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5589.979,0.22,86.707,461.496,7.35,0.88
2026-01-23 19:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5446.84,0.22,88.094,474.283,9.478,0.88
2026-01-23 19:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5280.344,0.22,79.079,474.095,8.364,0.88
2026-01-23 19:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5326.268,0.22,87.408,454.071,8.933,0.88
2026-01-23 19:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5479.237,0.22,83.985,446.996,7.991,0.88
2026-01-23 20:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5516.254,0.22,82.445,439.629,8.592,0.88
2026-01-23 20:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5350.76,0.22,84.303,434.137,8.794,0.88
2026-01-23 20:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5496.908,0.22,70.76,440.878,8.949,0.88
2026-01-23 20:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5133.074,0.22,68.787,426.809,9.24,0.88
2026-01-23 21:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5186.394,0.22,75.938,420.436,9.837,0.88
2026-01-23 21:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5037.83,0.22,73.071,397.997,9.248,0.88
2026-01-23 21:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5149.363,0.22,72.164,394.201,9.293,0.88
2026-01-23 21:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5411.996,0.22,68.169,426.341,9.497,0.88
2026-01-23 22:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3960.444,0.22,71.372,393.835,8.729,0.38
2026-01-23 22:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3712.081,0.22,71.308,382.572,8.132,0.38
2026-01-23 22:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3557.185,0.22,68.538,405.48,8.673,0.38
2026-01-23 22:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3583.915,0.22,64.735,388.629,8.51,0.38
2026-01-23 23:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3655.593,0.22,56.662,389.583,7.99,0.38
2026-01-23 23:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3409.084,0.22,67.604,378.788,6.278,0.38
2026-01-23 23:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3505.255,0.22,68.952,374.766,6.455,0.38
2026-01-23 23:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3734.762,0.22,66.268,374.988,6.585,0.38
2026-01-24 00:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3105.51,0.22,59.362,357.276,7.046,0.28
2026-01-24 00:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3148.34,0.22,65.507,372.212,6.197,0.28
2026-01-24 00:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3221.335,0.22,66.192,376.22,6.709,0.28
2026-01-24 00:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3251.964,0.22,68.932,394.277,6.528,0.28
2026-01-24 01:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3141.404,0.22,59.149,372.51,6.134,0.28
2026-01-24 01:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3238.201,0.22,61.718,342.879,5.819,0.28
2026-01-24 01:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3355.076,0.22,65.599,369.177,3.927,0.28
2026-01-24 01:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3517.607,0.22,62.847,402.601,4.665,0.28
2026-01-24 02:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3289.027,0.22,58.179,379.551,3.575,0.28
2026-01-24 02:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3340.172,0.22,64.366,358.859,2.519,0.28
2026-01-24 02:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3543.323,0.22,65.115,375.125,3.146,0.28
2026-01-24 02:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3280.268,0.22,63.283,358.578,3.952,0.28
2026-01-24 03:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3227.071,0.22,63.983,350.697,3.028,0.28
2026-01-24 03:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3434.614,0.22,62.29,362.231,3.805,0.28
2026-01-24 03:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3605.047,0.22,69.508,366.989,2.211,0.28
2026-01-24 03:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3510.614,0.22,60.316,342.915,3.502,0.28
2026-01-24 04:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3525.335,0.22,61.948,351.093,1.624,0.28
2026-01-24 04:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3390.111,0.22,64.774,364.521,1.238,0.28
2026-01-24 04:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3622.577,0.22,68.732,359.025,0.061,0.28
2026-01-24 04:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3778.779,0.22,59.76,368.2,1.481,0.28
2026-01-24 05:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3520.749,0.22,61.083,348.44,0.113,0.28
2026-01-24 05:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3676.043,0.22,58.781,371.153,-0.212,0.28
2026-01-24 05:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3648.968,0.22,67.691,347.96,0.93,0.28
2026-01-24 05:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3631.406,0.22,63.724,381.476,0.653,0.28
2026-01-24 06:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4330.696,0.22,67.289,340.787,0.462,0.46
2026-01-24 06:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4393.838,0.22,70.182,336.449,-0.738,0.46
2026-01-24 06:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4395.398,0.22,63.647,342.818,-0.655,0.46
2026-01-24 06:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4218.827,0.22,65.774,346.145,-0.777,0.46
2026-01-24 07:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4117.231,0.22,62.239,318.483,-0.282,0.46
2026-01-24 07:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4340.418,0.22,64.656,310.196,0.184,0.46
2026-01-24 07:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4250.319,0.22,62.339,292.651,-0.7,0.46
2026-01-24 07:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4505.548,0.22,56.081,269.428,0.393,0.46
2026-01-24 08:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4508.617,0.22,56.525,265.518,-0.372,0.46
2026-01-24 08:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4516.417,0.22,59.671,246.905,-1.154,0.46
2026-01-24 08:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4096.788,0.22,55.321,236.588,-0.377,0.46
2026-01-24 08:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4243.655,0.22,46.378,247.714,0.29,0.46
2026-01-24 09:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4244.179,0.22,52.789,220.889,0.569,0.46
2026-01-24 09:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4208.922,0.22,44.03,230.226,0.096,0.46
2026-01-24 09:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4051.171,0.22,52.24,203.379,-0.601,0.46
2026-01-24 09:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4227.964,0.22,48.95,215.782,-0.636,0.46
2026-01-24 10:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4016.554,0.22,44.341,200.231,0.073,0.46
2026-01-24 10:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3980.475,0.22,42.223,217.517,1.014,0.46
2026-01-24 10:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3756.774,0.22,39.278,199.762,0.337,0.46
2026-01-24 10:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4004.935,0.22,41.472,206.665,0.559,0.46
2026-01-24 11:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3869.411,0.22,36.063,179.467,0.5,0.46
2026-01-24 11:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3944.704,0.22,37.433,186.667,0.474,0.46
2026-01-24 11:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3892.828,0.22,39.095,172.455,0.843,0.46
2026-01-24 11:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3865.153,0.22,32.657,178.295,1.317,0.46
2026-01-24 12:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3798.154,0.22,31.928,179.956,2.703,0.46
2026-01-24 12:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3930.039,0.22,29.302,175.064,1.621,0.46
2026-01-24 12:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3796.769,0.22,29.713,170.714,2.123,0.46
2026-01-24 12:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3653.663,0.22,26.76,170.738,1.787,0.46
2026-01-24 13:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3891.022,0.22,37.313,162.925,3.208,0.46
2026-01-24 13:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3714.235,0.22,42.174,182.559,3.981,0.46
2026-01-24 13:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3657.676,0.22,41.416,207.963,4.485,0.46
2026-01-24 13:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3736.77,0.22,30.228,187.449,3.815,0.46
2026-01-24 14:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3686.724,0.22,40.9,197.449,4.402,0.38
2026-01-24 14:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3670.427,0.22,45.215,243.664,4.22,0.38
2026-01-24 14:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3420.854,0.22,39.493,223.943,5.022,0.38
2026-01-24 14:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3669.959,0.22,43.792,245.961,5.195,0.38
2026-01-24 15:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3895.191,0.22,37.695,261.465,5.335,0.38
2026-01-24 15:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3710.028,0.22,49.403,274.459,5.704,0.38
2026-01-24 15:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3763.241,0.22,46.949,262.05,6.23,0.38
2026-01-24 15:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3950.597,0.22,55.107,292.33,6.006,0.38
2026-01-24 16:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3937.07,0.22,51.375,291.332,6.33,0.38
2026-01-24 16:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3949.716,0.22,63.267,356.464,7.973,0.38
2026-01-24 16:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3462.859,0.22,68.783,324.848,8.941,0.38
2026-01-24 16:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4113.755,0.22,65.192,348.59,6.454,0.38
2026-01-24 17:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3981.916,0.22,67.401,365.909,6.654,0.38
2026-01-24 17:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4212.932,0.22,66.861,377.464,7.089,0.38
2026-01-24 17:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3784.525,0.22,77.794,428.216,7.894,0.38
2026-01-24 17:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3638.223,0.22,79.68,456.902,8.784,0.38
2026-01-24 18:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3860.746,0.22,78.66,437.033,8.744,0.38
